Title,Company,Job Description,Skills,Location,Work Type
Director of Product Security,Odessa,"Role Overview The Director – Product & Cloud Security owns the strategy, architecture, and execution of security across the product lifecycle and cloud platforms , ensuring that Odessa’s SaaS products are secure by design, compliant by default, and resilient at scale . This role leads Product Security, Cloud Security, and AI Security integration efforts, working closely with Engineering, Architecture, Product Management, DevOps/SRE, Compliance, and Legal teams. The Director is accountable for e…",Product Management,Bengaluru,Onsite
Product Manager - 3years,Trendlyne.com,"Who are we? Trendlyne is a funded, profitable products startup in the financial markets space. We have cutting-edge analytics products built for Indian and US customers, for stock markets and mutual funds. Our founders are IIT IIM graduates, with strong tech and marketing experience. We have top finance and management experts on the Board of Directors. What do we do? We build best in class analytics in the US and Indian stock market space. Organic growth in B2B and B2C products have already ma…",,Bengaluru,Onsite
Senior Design Verification Engineer,ACL Digital,"Job Opening: SoC Design Verification Engineer (IP Verification) Experience: 7 Years We are seeking a highly skilled SoC Design Verification Engineer with strong expertise in IP and Sub-system level verification using SystemVerilog and UVM . The ideal candidate will play a key role in ensuring functional correctness and quality of complex SoC designs. Key Responsibilities & Requirements: Hands-on experience in SoC-level and IP-level verification , including VIP integration , coverage-driven veri…",,Bengaluru,Onsite
Technical Lead,Successive Digital,"About Us: Successive Digital is a global leader in full-service software development, serving clients worldwide. With a commitment to excellence and technical proficiency, Successive delivers exceptional digital solutions that empower businesses to thrive in the digital age. We hold expertise in the realm of web and mobile applications powered by Cloud, Data & AI, helping every business meet its unique needs and objectives. Our Expertise Includes: Consulting: We create competitive business and …","Excel, Excel","Noida, Ghaziabad",Onsite
Sap Sales Distribution Functional Consultant,Black Box,"Job Title : SAP SD Functional Consultant Experience: 5 years in respective modules Implementation: 2-3 full life cycle implementation Shift Time: 2 PM to 11 PM Job Location: Navi Mumbai Short Description for Candidates Functional experience with SAP SD (Sales & Distribution) - CS (Customer Service) who is good Order to Cash Cycle, Third Party Sales Process, Intercompany Sales Process, Stock Transfer Order, Billing Plan, Pricing, Routines. Report & Smart form development. Job Description Prefera…",SAP,"Mumbai, Maharashtra",Onsite
Intermediate Quality Engineer Performance,CIBC India,"What Youll Be Doing (position summary): The Intermediate Quality Engineer Performance is accountable for leading and managing Performance testing and activities across a program, workstream, or multiple projects/initiatives This role ensures the development, execution, and continuous improvement of test strategies, plans, automation, and quality standards to support the delivery of high-quality technology solutions The incumbent adds value by driving best practices, compliance, and innovation i…",,"Hyderabad, Telangana",Onsite
Consultant,ZoomRx,"Consultant — PDM ZoomRx | Chennai, India | Full-Time About ZoomR xZoomRx is a global life sciences consulting and market research firm trusted by over 100 leading pharmaceutical and biotechnology companies worldwide. We operate at the intersection of data, healthcare, and technology—helping organizations make better, faster, and more informed decisions .Our capabilities span primary market research, brand strategy, promotional effectiveness, and AI-powered research platforms. With a strong pres…",Rust,"Chennai, Tamil Nadu",Onsite
Oracle Technical Consultant,Headway Tek Inc,"Oracle Fusion Technical Consultant (Redwood) Position Type: Full Time Location: Pan India (Hybrid) Job Description: Required Skills & Qualifications Experience: 3-5 years of experience with Oracle Fusion Cloud. Redwood Expertise: Proven experience in implementing Oracle Redwood UI and familiarity with VBS. Technical Proficiency: Hands-on experience with VBCS, OIC, BI Publisher, and HCM Extracts. Language Knowledge: Proficiency in JavaScript, HTML/CSS, and JSON.","Java, JavaScript, HTML, CSS, Oracle","Hyderabad, Telangana",Hybrid
SAP ABAP HR Consultant,YASH Technologies,"We’re Hiring | SAP ABAP HR Consultant | YASH Technologies Hello Connections! I’m excited to share a great opportunity at YASH Technologies for an experienced SAP ABAP HR Consultant to join our dynamic SAP team. If you’re passionate about HR ABAP, OO ABAP, and SAP HR solutions , this could be the right move for you! Location: Any YASH ODC ⏳ Notice Period: Immediate to 15 days preferred Experience: 4 years Role Highlights ✅ HR ABAP, OO ABAP, Reports ✅ SAP Workflow, CDS Views, OData & Proxi…",SAP,Bengaluru,Onsite
Senior Engineer Software,Albertsons Companies India,"Role: Applied GenAI Research Engineer Experience: 6-9 years Employment Type: Full-time Role Overview: We are looking for a Generative AI Engineer to design, build, and deploy AI-powered solutions using foundation models across text, image, and video. This role focuses on applying Generative AI techniques to real-world problems, building reliable and scalable systems, and rapidly iterating from ideas to production-ready solutions. Key Responsibilities: Design, build, and iterate GenAI-powered ap…","Scala, Generative AI",Bengaluru,Onsite
Product Security Engineer,eInfochips,"Company Profile: eInfochips, an Arrow company, is a leading global provider of product engineering and semiconductor design services. With over 500 products developed and 40M deployments in 140 countries, eInfochips continues to fuel technological innovations in multiple verticals. The company€™s service offerings include digital transformation and connected IoT solutions across various cloud platforms, including AWS and Azure. Along with Arrow€™s $27B in revenues, 19,000 employees, and 345 loc…","AWS, Azure","Ahmedabad, Gujarat",Onsite
Information Technology Security Specialist,Imaging Endpoints,"Imaging Endpoints (IE) is an Imaging Technology and Imaging Clinical Research Organization (iCRO).We are passionately focused on our vision to Connect Imaging to the CureTM . Everything we do is aligned with this singular purpose. We work everyday excited to advance imaging science, technology, and services to bring curative technologies to humankind. We have supported many of the most impactful new drug approvals in oncology, and we are seeking the most talented individuals globally that are p…",,"Hyderabad, Telangana",Onsite
AVP - Business Analyst - Global Project Solutions,MUFG Global Service,"About Us Mitsubishi UFJ Financial Group, Inc. (MUFG) is one of the worlds leading financial groups. Headquartered in Tokyo and with over 360 years of history, MUFG has a global network with over 2,100 locations in more than 50 markets. The Group has over 160,000 employees and offers services including commercial banking, trust banking, securities, credit cards, consumer finance, asset management, and leasing. The Group aims to be the worlds most trusted financial group through close collaborati…",Rust,Bengaluru,Onsite
Senior User Experience Designer,redBus,"Design at RedBus: Designers lead the full lifecycle of their designs across all platforms, collaborate with product managers on strategy, participate in research to test and validate designs, and partner with engineering to make everything come to life. What We Look For: We’re looking for an experienced product designer who loves and has had success in simplifying complex workstreams into simple, intuitive experiences. You bring a solid knowledge of best practices and a keen ability to leverage…",,India,Onsite
